scenario,scenario_generation_version,rvo_safety_layer_version,tier,area_policy,robots,seed,method,noise_level,sigma_p,sigma_v,observation_noise_protocol,occlusion_probability,occlusion_max_duration,observation_noise_seed,workspace_width,workspace_height,workspace_area,agent_density,area_per_agent,dominant_flow_axis,lateral_axis,passage_width,agents_per_passage_width,start_bounds_margin,goal_bounds_margin,starts_out_of_bounds,goals_out_of_bounds,initial_collision,initial_safety_violation,initial_obstacle_collision,initial_min_distance,success,collision,safety_violation,obstacle_collision,min_distance,completion_time,steps,final_goal_distance,max_final_goal_distance,progress_ratio,path_length,control_effort,smoothness,latency_ms,screen_reject_rate,screen_all_reject_rate,screen_min_margin,screen_selected_margin,screen_predicted_margin,screen_runtime_margin,rvo_intervention_rate,seed_index
narrow_gate,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,8,18177,rvo_reactive,high,0.1,0.2,neighbor_ar1_v1,0.1,3,10008318962667569876,12.0,8.0,96.0,0.0833333333333333,12.0,x,y,2.2,3.636363636363636,0.8277382850646973,0.8030738830566406,0,0,0,0,0,0.7798157930374146,0,0,0,0,0.5297362208366394,26.4,220,0.9028886556625366,4.581670761108398,0.9130779951810836,15.208277469560016,0.704021913355047,0.5919107733463699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6772727272727272,0
narrow_gate,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,8,18177,residual_passive_rvo_mpc,high,0.1,0.2,neighbor_ar1_v1,0.1,3,10008318962667569876,12.0,8.0,96.0,0.0833333333333333,12.0,x,y,2.2,3.636363636363636,0.8277382850646973,0.8030738830566406,0,0,0,0,0,0.7798157930374146,0,0,1,0,0.5170048475265503,26.4,220,2.687550067901612,7.769944667816162,0.7412668168544769,12.57671824312638,0.9901232691989704,0.8230514825745062,0.7613532950596312,0.6363636363636364,0.325,-0.1116303867597892,0.0475008907838123,0.0569423225255776,0.4624520510897945,0.8011363636363636,0
merge_bottleneck,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,4,14690,icgp_rvo_mpc,low,0.02,0.04,neighbor_ar1_v1,0.1,3,14868044450724140165,12.0,8.0,96.0,0.0416666666666666,24.0,x,y,2.2,1.818181818181818,0.7845973968505859,0.9000000953674316,0,0,0,0,0,1.651197910308838,0,0,1,0,0.4958485960960388,26.4,220,0.6668167114257812,0.8135472536087036,0.9356974810361862,15.156001488066975,0.8837441459636797,0.8207083979790861,0.689574658992404,0.4356818181818181,0.2477272727272727,0.0390590691441115,0.1838324785328478,0.2120319389918742,0.5570578427929034,0.7090909090909091,0
merge_bottleneck,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,4,14690,passive_rvo_mpc,low,0.02,0.04,neighbor_ar1_v1,0.1,3,14868044450724140165,12.0,8.0,96.0,0.0416666666666666,24.0,x,y,2.2,1.818181818181818,0.7845973968505859,0.9000000953674316,0,0,0,0,0,1.651197910308838,0,0,0,0,0.7589505314826965,26.4,220,1.4442757368087769,4.253683090209961,0.8607255071401596,12.680692123127756,0.6149429025348747,0.5884986924938858,0.6447765917652181,0.3834090909090909,0.0727272727272727,0.0678127328026791,0.2118222635149648,0.2466163999226653,0.4652483480165826,0.7795454545454545,0
merge_bottleneck,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,4,14690,rvo_reactive,low,0.02,0.04,neighbor_ar1_v1,0.1,3,14868044450724140165,12.0,8.0,96.0,0.0416666666666666,24.0,x,y,2.2,1.818181818181818,0.7845973968505859,0.9000000953674316,0,0,0,0,0,1.651197910308838,0,0,0,0,0.6853551864624023,26.4,220,0.8521239757537842,1.423739671707153,0.917827919125557,14.050537079572678,0.5301345049099341,0.5941567569351967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6193181818181818,0
merge_bottleneck,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,4,14690,residual_passive_rvo_mpc,low,0.02,0.04,neighbor_ar1_v1,0.1,3,14868044450724140165,12.0,8.0,96.0,0.0416666666666666,24.0,x,y,2.2,1.818181818181818,0.7845973968505859,0.9000000953674316,0,0,0,0,0,1.651197910308838,0,0,0,0,0.8180679678916931,26.4,220,0.5904741287231445,0.9332506656646729,0.9430593587458134,13.516170366143342,0.6185659290370743,0.5969042657620528,0.9327905678219396,0.3572727272727273,0.075,0.0727543363929542,0.2125433311098777,0.2229972727829181,0.522192145107358,0.7420454545454546,0
merge_bottleneck,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,4,14690,icgp_rvo_mpc,high,0.1,0.2,neighbor_ar1_v1,0.1,3,14917390884987000623,12.0,8.0,96.0,0.0416666666666666,24.0,x,y,2.2,1.818181818181818,0.7845973968505859,0.9000000953674316,0,0,0,0,0,1.651197910308838,0,0,0,0,0.8188928365707397,26.4,220,0.6153761148452759,0.7453307509422302,0.9406580068171024,15.479289994982537,0.8013609610992055,0.6467710025481541,0.8876772724099944,0.4088636363636364,0.1602272727272727,0.0554909511869295,0.2018866428275758,0.245182256571618,0.5049606317422326,0.7238636363636364,0
merge_bottleneck,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,4,14690,passive_rvo_mpc,high,0.1,0.2,neighbor_ar1_v1,0.1,3,14917390884987000623,12.0,8.0,96.0,0.0416666666666666,24.0,x,y,2.2,1.818181818181818,0.7845973968505859,0.9000000953674316,0,0,0,0,0,1.651197910308838,0,0,0,0,0.7747496366500854,26.4,220,0.6700631380081177,0.790489137172699,0.9353844225406648,15.44829788817151,0.9160868953765284,0.6979771050116556,0.6426295454399554,0.3311363636363636,0.0897727272727272,0.1005813656677699,0.2264434865419955,0.2557949730281841,0.5416598379845867,0.7931818181818182,0
merge_bottleneck,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,4,14690,rvo_reactive,high,0.1,0.2,neighbor_ar1_v1,0.1,3,14917390884987000623,12.0,8.0,96.0,0.0416666666666666,24.0,x,y,2.2,1.818181818181818,0.7845973968505859,0.9000000953674316,0,0,0,0,0,1.651197910308838,0,0,0,0,0.840039701461792,26.4,220,0.70649254322052,1.10207998752594,0.931871458888054,15.355422643606287,0.536671663125162,0.5104825827457138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6397727272727273,0
merge_bottleneck,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,4,14690,residual_passive_rvo_mpc,high,0.1,0.2,neighbor_ar1_v1,0.1,3,14917390884987000623,12.0,8.0,96.0,0.0416666666666666,24.0,x,y,2.2,1.818181818181818,0.7845973968505859,0.9000000953674316,0,0,0,0,0,1.651197910308838,0,0,0,0,0.6303591132164001,26.4,220,0.6182883977890015,0.8132209777832031,0.9403771683573724,14.648369247275696,0.931317241848625,0.702088039398024,0.8483587499292546,0.3722727272727272,0.1454545454545454,0.0836788235266034,0.2100775356119663,0.2321359716155646,0.5082675270987655,0.7420454545454546,0
